origin,destination,count,iata,name,city,state,country,latitude,longitude,origin_sum,state_group,ori_state_flights,city_unique,city_lat,city_long
CHS,LGA,1413,AKH,Gastonia Municipal,Gastonia,NC,USA,35.20265944,-81.1498675,0,,,Ahoskie,36.29752583,-77.17085556
CHS,MEM,714,AKI,Akiak,Akiak,AK,USA,60.90481194,-161.2270189,0,,,Talladega,33.56991111,-86.05085833
CHS,MSP,27,AKK,Akhiok,Akhiok,AK,USA,56.93869083,-154.1825556,0,,,Astoria,46.15797222,-123.8786944
CHS,ORD,1337,AKN,King Salmon,King Salmon,AK,USA,58.67680167,-156.6492175,116,,,Atlanta,33.101805,-94.19532694
CHS,SAV,1,AKO,Akron-Washington Co,Akron,CO,USA,40.17563333,-103.2220278,0,,,Atqasuk,70.46727611,-157.4357361
CIC,FAT,1,AKP,Anaktuvuk Pass,Anaktuvuk Pass,AK,USA,68.1343225,-151.74168,0,,,Artesia,32.85252806,-104.4676864
CIC,MRY,1,AKR,Akron Fulton Intl.,Akron,OH,USA,41.0375,-81.46693944,0,,,Appleton,44.25740806,-88.51947556
CIC,SFO,1390,AKW,Klawock,Klawock,AK,USA,55.57923333,-133.0759972,0,,,Alakanuk,62.68004417,-164.6599253
CID,ATL,357,AL08,Vaiden,Marion,AL,USA,32.51235611,-87.38555472,0,,,Wausau,44.92847222,-89.62661111
CID,CVG,874,ALB,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,13474,,,South Hill,36.68827778,-78.05447222
CID,DEN,798,ALI,Alice International,Alice,TX,USA,27.74088889,-98.02694444,0,,,Alva,36.77317,-98.66994611
CID,DFW,1897,ALM,Alamogordo-White Sands Regional,Alamogordo,NM,USA,32.83994444,-105.9905833,0,,,Asheville,35.43619444,-82.54180556
CID,DSM,1,ALN,St. Louis Regional,Alton/St. Louis,IL,USA,38.89029083,-90.04604306,0,,,Avon Park,27.591145,-81.52785333
CID,DTW,946,ALO,Waterloo Municipal,Waterloo,IA,USA,42.55708139,-92.40034361,323,,,Wilkes-Barre/Scranton,41.33814944,-75.7242675
CID,LGA,156,ALS,San Luis Valley Regional/Bergman,Alamosa,CO,USA,37.43491667,-105.8665556,0,,,Marana,32.40939028,-111.2185086
CID,MKE,1,ALW,Walla Walla Regional,Walla Walla,WA,USA,46.09456167,-118.2880367,0,,,Avalon,33.40494444,-118.4158611
CID,MSP,416,ALX,Thomas C Russell,Alexander City,AL,USA,32.91475167,-85.96295611,0,,,Wainwright,70.638,-159.99475
CID,ORD,3931,AMA,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,7496,,,West Memphis,35.13505861,-90.23444639
CLD,LAX,2259,AMG,Bacon County,Alma,GA,USA,31.53605556,-82.50655556,0,,,Arlington,48.16074833,-122.1590208
CLD,PHX,44,AMN,Gratiot Community,Alma,MI,USA,43.3221425,-84.68794917,0,,,Algona,43.07791056,-94.27199278
CLE,ABE,805,AMT,Alexander Salamon,West Union,OH,USA,38.85148778,-83.56627778,0,,,Altus,34.69878194,-99.3381
CLE,ABQ,12,AMW,Ames Municipal,Ames,IA,USA,41.99206972,-93.62180139,0,,,Wapakoneta,40.49338889,-84.29894444
CLE,ALB,1106,ANB,Anniston Metropolitan,Anniston,AL,USA,33.58816667,-85.85811111,0,,,Angel Fire,36.42240972,-105.2892967
CLE,ATL,3115,ANC,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,19327,,,Waycross,31.24905556,-82.39530556
CLE,AUS,380,AND,Anderson County,Anderson,SC,USA,34.49494444,-82.70902778,0,,,Colorado City,36.95994444,-113.0138889
CLE,BDL,516,ANE,Anoka County,Minneapolis,MN,USA,45.145,-93.21138889,0,,,Hazelhurst,31.88465639,-82.64738778
CLE,BHM,264,ANI,Aniak,Aniak,AK,USA,61.58159694,-159.5430428,0,,,Kalamazoo,42.234875,-85.5520575
CLE,BNA,1128,ANQ,Steuben County-Tri State,Angola,IN,USA,41.63969833,-85.08349333,0,,,Granville,43.42507111,-73.26205306
CLE,BOS,1354,ANV,Anvik,Anvik,AK,USA,62.64858333,-160.1898889,0,,,Silver Springs,39.40324917,-119.2518292
CLE,BTV,613,ANW,Ainsworth Municipal,Ainsworth,NE,USA,42.57922222,-99.99297222,0,,,Weedsport,43.08027611,-76.53837556
CLE,BUF,620,ANY,Anthony Municipal,Anthony,KS,USA,37.15852194,-98.07964667,0,,,Biddeford,43.46411111,-70.47238889
CLE,BWI,2562,AOC,Arco-Butte County,Arco,ID,USA,43.60343056,-113.3340972,0,,,Carrabasset,45.08616639,-70.21617778
CLE,CHS,150,AOH,Allen County,Lima,OH,USA,40.70694444,-84.02666667,0,,,Westfield,42.15773111,-72.71562028
CLE,CLT,1981,AOO,Altoona-Blair Cty,Altoona,PA,USA,40.29637222,-78.32002306,0,,,Battle Mountain,40.59904583,-116.8743358
CLE,CMH,17,APA,Centennial,Denver,CO,USA,39.57012833,-104.8492942,0,,,Bad Axe,43.78091667,-82.98566667
CLE,CVG,493,APC,Napa County,Napa,CA,USA,38.21319444,-122.2806944,0,,,New Braunfels,29.7045,-98.04222222
CLE,DAB,12,APF,Naples Municipal,Naples,FL,USA,26.15247222,-81.77544444,0,,,Benson,45.3319325,-95.650565
CLE,DAY,869,APN,Alpena County Regional,Alpena,MI,USA,45.0780675,-83.56028583,0,,,Brady,31.17816667,-99.32463889
CLE,DCA,934,APT,Marion County-Brown,Jasper,TN,USA,35.06067778,-85.58531667,0,,,Bennettsville,34.62170861,-79.73435944
CLE,DEN,976,APV,Apple Valley,Apple Valley,CA,USA,34.57528944,-117.1861792,0,,,Broken Bow,41.43645056,-99.64216861
CLE,DFW,1656,AQC,Klawock SPB,Klawock,AK,USA,55.5546575,-133.1016928,0,,,Blacksburg,37.20782361,-80.40832778
CLE,DSM,139,AQH,Kwinhagak,Quinhagak,AK,USA,59.75700722,-161.8794789,0,,,Bryce Canyon,37.70637111,-112.1454725
CLE,DTW,1359,AQT,Nuiqsut,Nuiqsut,AK,USA,70.20995278,-151.0055611,0,,,Black River Falls,44.25073861,-90.85528028
CLE,EWR,2105,AQW,Harriman And West,North Adams,MA,USA,42.69591417,-73.17038306,0,,,Boca Raton,26.37848667,-80.10769667
CLE,FLL,618,AQY,Girdwood,Girdwood,AK,USA,60.96609583,-149.1257892,0,,,Birchwood,61.41612444,-149.50888
CLE,GRR,1136,ARA,Acadiana Regional,New Iberia,LA,USA,30.03775833,-91.88389611,0,,,Baudette,48.72741667,-94.61030556
CLE,GSO,148,ARB,Ann Arbor Municipal,Ann Arbor,MI,USA,42.22298361,-83.74560722,0,,,Blanding,37.58303472,-109.4832889
CLE,GSP,510,ARC,Arctic Village,Arctic Village,AK,USA,68.11608083,-145.5761114,0,,,Windsor Locks,41.93887417,-72.68322833
CLE,IAD,1433,ARG,Walnut Ridge Regional,Walnut Ridge,AR,USA,36.12534667,-90.92461944,0,,,Morrilton,35.13619528,-92.71349722
CLE,IAH,2151,ARR,Aurora Municipal,Chicago/Aurora,IL,USA,41.77192944,-88.47565917,0,,,Broadus,45.433325,-105.4172133
CLE,IND,142,ART,Watertown Intl,Watertown,NY,USA,43.99192222,-76.02173861,0,,,Bedford,42.46995306,-71.28903
CLE,JAX,143,ARV,Lakeland,Minocqua-Woodruff,WI,USA,45.92792556,-89.73094278,0,,,Benton Harbor,42.12858333,-86.4285
CLE,JFK,1392,ASD,Slidell,Slidell,LA,USA,30.345055,-89.82078833,0,,,Bradford,41.80306778,-78.64012083
CLE,LAS,1656,ASE,Aspen-Pitkin Co/Sardy,Aspen,CO,USA,39.22316,-106.868845,5307,,,Scottsbluff,41.87402778,-103.5956389
CLE,LAX,1050,ASG,Springdale Municipal,Springdale,AR,USA,36.17641056,-94.11925833,0,,,Seattle,47.52998917,-122.3019561
CLE,LEX,15,ASH,Boire,Nashua,NH,USA,42.78176306,-71.51477944,0,,,Bakersfield,35.43359806,-119.0567681
CLE,LGA,2936,ASJ,Tri-County,Ahoskie,NC,USA,36.29752583,-77.17085556,0,,,Mobile,30.62646944,-88.06799861
CLE,MCI,1230,ASL,Marshall - Harrison County,Marshall,TX,USA,32.5205,-94.30777778,0,,,Silver Bay,47.24902778,-91.41558333
CLE,MCO,1915,ASN,Talladega Municipal,Talladega,AL,USA,33.56991111,-86.05085833,0,,,Borger,35.70004194,-101.3940536
CLE,MDT,58,AST,Astoria Regional,Astoria,OR,USA,46.15797222,-123.8786944,0,,,Bainbridge,30.97152778,-84.63744444
CLE,MDW,2561,ASW,Warsaw Municipal,Warsaw,IN,USA,41.2747,-85.84005556,0,,,Winchester,35.17753417,-86.06616722
CLE,MEM,1211,ASX,John F Kennedy Memorial,Ashland,WI,USA,46.54852806,-90.91896639,0,,,Binghamton,42.20848278,-75.97961361
CLE,MHT,1235,ATA,Hall-Miller Municipal,Atlanta,TX,USA,33.101805,-94.19532694,0,,,Big Lake,61.53556806,-149.8138975
CLE,MIA,399,ATK,Atqasuk,Atqasuk,AK,USA,70.46727611,-157.4357361,0,,,Bangor,44.80744444,-68.82813889
CLE,MKE,2226,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,414513,,,Bar Harbor,44.44969444,-68.3615
CLE,MSN,317,ATS,Artesia Municipal,Artesia,NM,USA,32.85252806,-104.4676864,0,,,Baxley,31.71383333,-82.39377778
CLE,MSP,1693,ATW,Outagamie County Regional,Appleton,WI,USA,44.25740806,-88.51947556,5873,,,Baker City,46.34763639,-104.2594475
CLE,MSY,54,ATY,Watertown Municipal,Watertown,SD,USA,44.91398056,-97.15471944,0,,,Birmingham,33.56294306,-86.75354972
CLE,OKC,32,AUG,Augusta State,Augusta,ME,USA,44.32064972,-69.79731806,0,,,Block Island,41.16811889,-71.57784167
CLE,OMA,430,AUH,Aurora Municipal,Aurora,NE,USA,40.89413889,-97.99455556,0,,,Beatrice,40.30127778,-96.75411111
CLE,ORD,4569,AUK,Alakanuk,Alakanuk,AK,USA,62.68004417,-164.6599253,0,,,Delta Junction,63.99454722,-145.7216417
CLE,ORF,2,AUM,Austin Municipal,Austin,MN,USA,43.66499083,-92.933385,0,,,Bishop,37.37309556,-118.3636089
CLE,PBI,383,AUN,Auburn Municipal,Auburn,CA,USA,38.95476944,-121.0820806,0,,,Billings,45.8076625,-108.5428611
CLE,PHL,674,AUO,Auburn-Opelik,Auburn,AL,USA,32.61635417,-85.43355944,0,,,Bismarck,46.77411111,-100.7467222
CLE,PHX,1110,AUS,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,49623,,,Holland,42.74316667,-86.10502778
CLE,PVD,360,AUW,Wausau Municipal,Wausau,WI,USA,44.92847222,-89.62661111,0,,,Bemidji,47.50942417,-94.93372333
CLE,PWM,306,AVC,Mecklenburg-Brunswick Regional,South Hill,VA,USA,36.68827778,-78.05447222,0,,,Wooster,40.87480556,-81.88825
CLE,RDU,319,AVK,Alva Regional,Alva,OK,USA,36.77317,-98.66994611,0,,,Breckenridge,32.71904694,-98.89099972
CLE,RIC,905,AVL,Asheville Regional,Asheville,NC,USA,35.43619444,-82.54180556,4399,,,Brooksville,28.47359722,-82.45542139
CLE,ROC,928,AVO,Avon Park Municipal,Avon Park,FL,USA,27.591145,-81.52785333,0,,,Beckley,37.78732833,-81.12416417
CLE,RSW,595,AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,41.33814944,-75.7242675,2386,,,Brookings,44.30483333,-96.81694444
CLE,SAN,85,AVQ,Marana Northwest Regional,Marana,AZ,USA,32.40939028,-111.2185086,0,,,Bluefield,37.29579944,-81.20769056
CLE,SAT,232,AVX,Catalina,Avalon,CA,USA,33.40494444,-118.4158611,0,,,Blythe,33.61916278,-114.7168764
CLE,SAV,321,AWG,Washington Municipal,Washington,IA,USA,41.27610083,-91.67344389,0,,,Bellingham,48.79275,-122.5375278
CLE,SDF,679,AWI,Wainwright,Wainwright,AK,USA,70.638,-159.99475,0,,,Belmar/Farmingdale,40.18691806,-74.12488694
CLE,SEA,231,AWM,West Memphis Municipal,West Memphis,AR,USA,35.13505861,-90.23444639,0,,,Belleville/St. Louis,38.54517861,-89.83518444
CLE,SFO,466,AWO,Arlington Municipal,Arlington,WA,USA,48.16074833,-122.1590208,0,,,Brigham City,41.55239139,-112.0622625
CLE,SJU,43,AXA,Algona Municipal,Algona,IA,USA,43.07791056,-94.27199278,0,,,Bloomington,39.14602139,-86.61668278
CLE,SLC,346,AXN,Chandler,Alexandria,MN,USA,45.86629833,-95.39466806,0,,,Burnet,30.73894444,-98.23858333
CLE,SRQ,118,AXS,Altus Municipal,Altus,OK,USA,34.69878194,-99.3381,0,,,Beaumont,30.07044111,-94.21553806
CLE,STL,1191,AXV,Neil Armstrong,Wapakoneta,OH,USA,40.49338889,-84.29894444,0,,,Baranof Warm Springs,57.08882583,-134.8331414
CLE,SYR,696,AXX,Angel Fire,Angel Fire,NM,USA,36.42240972,-105.2892967,0,,,Banning,33.92307111,-116.8505756
CLE,TPA,874,AYS,Waycross-Ware County,Waycross,GA,USA,31.24905556,-82.39530556,0,,,Barnwell,33.25777778,-81.38833333
CLE,TUL,10,AZC,Colorado City Municipal,Colorado City,AZ,USA,36.95994444,-113.0138889,0,,,Burns,43.59212778,-118.9549789
CLE,TYS,495,AZE,Hazelhurst,Hazelhurst,GA,USA,31.88465639,-82.64738778,0,,,Boone,42.04956944,-93.84757222
CLL,DFW,1105,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575,3924,,,Boise,43.56444444,-116.2227778
CLL,IAH,262,B01,Granville,Granville,NY,USA,43.42507111,-73.26205306,0,,,Boston,42.3643475,-71.00517917
CLT,ABE,465,B08,Silver Springs,Silver Springs,NV,USA,39.40324917,-119.2518292,0,,,Bartow,27.9433575,-81.78344167
CLT,AGS,17,B16,Whitford,Weedsport,NY,USA,43.08027611,-76.53837556,0,,,Big Piney,42.58506972,-110.1111531
CLT,ALB,978,B19,Biddeford Municipal,Biddeford,ME,USA,43.46411111,-70.47238889,0,,,Mountain Home,36.36894194,-92.47052806
CLT,ATL,6722,B21,Sugarloaf Regional,Carrabasset,ME,USA,45.08616639,-70.21617778,0,,,Beaumont/Port Arthur,29.95083333,-94.02069444
CLT,ATW,1,BAF,Barnes Municipal,Westfield,MA,USA,42.15773111,-72.71562028,0,,,Brunswick,31.25902778,-81.46630556
CLT,AUS,660,BAK,Columbus Municipal,Columbus,IN,USA,39.26191861,-85.89634556,0,,,Aguadilla,18.49486111,-67.12944444
CLT,BDL,1834,BAM,Battle Mountain,Battle Mountain,NV,USA,40.59904583,-116.8743358,0,,,Brainerd,46.39785806,-94.1372275
CLT,BHM,787,BAX,Huron County Memorial,Bad Axe,MI,USA,43.78091667,-82.98566667,0,,,Brownsville,25.90683333,-97.42586111
CLT,BNA,2126,BAZ,New Braunfels Municipal,New Braunfels,TX,USA,29.7045,-98.04222222,0,,,Barrow,71.2854475,-156.7660019
CLT,BOS,3551,BBB,Benson Municipal,Benson,MN,USA,45.3319325,-95.650565,0,,,Bardstown,37.81432167,-85.49963806
CLT,BUF,1434,BBD,Curtis,Brady,TX,USA,31.17816667,-99.32463889,0,,,Belfast,44.40966667,-69.01225
CLT,BWI,3684,BBP,Marlboro County,Bennettsville,SC,USA,34.62170861,-79.73435944,0,,,Kaktovik,70.13390278,-143.5770444
CLT,CHS,1122,BBW,Broken Bow Municipal,Broken Bow,NE,USA,41.43645056,-99.64216861,0,,,Battle Creek,42.30727806,-85.25147972
CLT,CLE,1971,BCB,Virginia Tech,Blacksburg,VA,USA,37.20782361,-80.40832778,0,,,Butte,45.95479528,-112.49746
CLT,CMH,125,BCE,Bryce Canyon,Bryce Canyon,UT,USA,37.70637111,-112.1454725,0,,,Britton,45.81522222,-97.74313889
CLT,CVG,877,BCK,Black River Falls Area,Black River Falls,WI,USA,44.25073861,-90.85528028,0,,,Baton Rouge,30.53316083,-91.14963444
CLT,DAB,23,BCT,Boca Raton,Boca Raton,FL,USA,26.37848667,-80.10769667,0,,,Bettles,66.91528667,-151.5280556
CLT,DCA,2988,BCV,Birchwood,Birchwood,AK,USA,61.41612444,-149.50888,0,,,Beatty,36.86105722,-116.7870036
CLT,DEN,1925,BDE,Baudette International,Baudette,MN,USA,48.72741667,-94.61030556,0,,,Burwell,41.77669444,-99.14975
CLT,DFW,3796,BDG,Blanding Muni,Blanding,UT,USA,37.58303472,-109.4832889,0,,,Burbank,34.20061917,-118.3584969
CLT,DTW,2701,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,29449,,,Beaver Falls,40.77248083,-80.39142556
CLT,EGE,13,BDQ,Morrilton Municipal,Morrilton,AR,USA,35.13619528,-92.71349722,0,,,Buckland,65.98228611,-161.1519778
CLT,EWR,5953,BDR,Igor I Sikorsky Memorial,Bridgeport,CT,USA,41.16348417,-73.12617861,0,,,Albion,41.72857778,-98.05575972
CLT,FAY,95,BDX,Broadus,Broadus,MT,USA,45.433325,-105.4172133,0,,,Bartlesville,36.76247611,-96.01115167
CLT,FLL,3295,BED,Laurence G Hanscom,Bedford,MA,USA,42.46995306,-71.28903,0,,,Burlington/Mount Vernon,48.47088889,-122.4208611
CLT,GRR,1,BEH,Southwest Michigan Regional,Benton Harbor,MI,USA,42.12858333,-86.4285,0,,,Beverly,42.58417111,-70.91651833
CLT,GSO,985,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975,1035,,,Brawley,32.9931,-115.5169325
CLT,HSV,13,BFD,Bradford Reg,Bradford,PA,USA,41.80306778,-78.64012083,0,,,Brownwood,31.79362222,-98.95649528
CLT,IAD,3126,BFF,Scotts Bluff County,Scottsbluff,NE,USA,41.87402778,-103.5956389,0,,,Baltimore,39.17540167,-76.66819833
CLT,IAH,3711,BFI,Boeing Field/King County Intl,Seattle,WA,USA,47.52998917,-122.3019561,0,,,Wahpeton,46.24640083,-96.6056825
CLT,ILM,1257,BFK,Buffalo Municipal,Buffalo,OK,USA,36.86330139,-99.61873056,0,,,Bogalusa,30.81368639,-89.86496444
CLT,IND,1230,BFL,Meadows,Bakersfield,CA,USA,35.43359806,-119.0567681,4502,,,Buckeye,33.42088556,-112.6863
CLT,JAX,2524,BFM,Mobile Downtown,Mobile,AL,USA,30.62646944,-88.06799861,0,,,Boundary,64.07830278,-141.113375
CLT,JFK,1866,BFR,Virgil I Grissom Municipal,Bedford,IN,USA,38.84003306,-86.44536361,0,,,Burley,42.54260361,-113.7715442
CLT,LAS,1734,BFW,Silver Bay Municipal,Silver Bay,MN,USA,47.24902778,-91.41558333,0,,,Bozeman,45.77690139,-111.1530072
CLT,LAX,1458,BGD,Hutchinson County,Borger,TX,USA,35.70004194,-101.3940536,0,,,Aledo,41.248645,-90.73708361
CLT,LGA,5339,BGE,Decatur County Industrial Airpark,Bainbridge,GA,USA,30.97152778,-84.63744444,0,,,Chenega,60.07730556,-147.9918889
CLT,LIT,39,BGF,Winchester Municipal,Winchester,TN,USA,35.17753417,-86.06616722,0,,,Morris,41.42541667,-88.41869444
CLT,MCI,1183,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361,728,,,Pekin,40.48820611,-89.67591083
CLT,MCO,3277,BGQ,Big Lake Strip Nr 2,Big Lake,AK,USA,61.53556806,-149.8138975,0,,,Chicago/Frankfort,41.4775,-87.84047222
CLT,MDT,1144,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,2879,,,Middleton,43.11424444,-89.53073222
CLT,MDW,13,BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,USA,44.44969444,-68.3615,0,,,Gibson City,40.48578389,-88.2672725
CLT,MEM,2578,BHC,Baxley Municipal,Baxley,GA,USA,31.71383333,-82.39377778,0,,,Reedsburg,43.52589944,-89.98322194
CLT,MHT,705,BHK,Baker Muni,Baker City,MT,USA,46.34763639,-104.2594475,0,,,Portage,43.5600925,-89.48309278
CLT,MIA,2970,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,23679,,,Chicago/Monee,41.37756167,-87.68137528
CLT,MKE,243,BID,Block Island State,Block Island,RI,USA,41.16811889,-71.57784167,0,,,Kendallville,41.47271639,-85.26080833
CLT,MSP,1816,BIE,Beatrice Municipal,Beatrice,NE,USA,40.30127778,-96.75411111,0,,,Monmouth,40.92970444,-90.63110722
CLT,MSY,1466,BIG,Allen AAF,Delta Junction,AK,USA,63.99454722,-145.7216417,0,,,Crosby,31.29600472,-91.05288167
CLT,MYR,2217,BIH,Bishop,Bishop,CA,USA,37.37309556,-118.3636089,0,,,Lacon,41.01928583,-89.38642222
CLT,OAJ,6,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611,4505,,,Poplar Grove,42.32268639,-88.83651833
CLT,ORD,5639,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222,2293,,,Coalinga,36.16313889,-120.2938139
CLT,ORF,1543,BIV,Tulip City,Holland,MI,USA,42.74316667,-86.10502778,0,,,Chicago/Round Lake Park,42.32461111,-88.07408806
CLT,PBI,1873,BJC,Jeffco,Denver,CO,USA,39.90878667,-105.1172158,0,,,Byron,37.8284525,-121.6258219
CLT,PDX,136,BJI,Bemidji-Beltrami County,Bemidji,MN,USA,47.50942417,-94.93372333,74,,,Dowagiac,41.99293417,-86.1280125
CLT,PHL,3525,BJJ,Wayne County,Wooster,OH,USA,40.87480556,-81.88825,0,,,Cadillac,44.27531333,-85.41892694
CLT,PHX,2186,BKD,Breckenridge Stephens County,Breckenridge,TX,USA,32.71904694,-98.89099972,0,,,Craig,40.49522139,-107.5216467
CLT,PIT,2349,BKE,Baker City Municipal,Baker City,OR,USA,44.83733333,-117.8090833,0,,,Caribou,46.8715,-68.01791667
CLT,PNS,371,BKL,Burke Lakefront,Cleveland,OH,USA,41.5175,-81.68333333,0,,,Cumberland,39.61541667,-78.76086361
CLT,PVD,1439,BKV,Hernando County,Brooksville,FL,USA,28.47359722,-82.45542139,0,,,Council Bluffs,41.25947222,-95.75997222
CLT,PWM,276,BKW,Raleigh Cty Memorial,Beckley,WV,USA,37.78732833,-81.12416417,0,,,Cambridge,45.55854639,-93.26464361
CLT,RDU,2340,BKX,Brookings Municipal,Brookings,SD,USA,44.30483333,-96.81694444,0,,,Colby,39.42753083,-101.0465719
CLT,RIC,1801,BLF,Mercer Cty,Bluefield,WV,USA,37.29579944,-81.20769056,0,,,Upland,34.11154056,-117.6875897
CLT,ROC,412,BLH,Blythe,Blythe,CA,USA,33.61916278,-114.7168764,0,,,Newnan,33.31208333,-84.77027778
CLT,RSW,1765,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278,120,,,Concord,37.98965639,-122.0568972
CLT,SAN,704,BLM,Allaire Arpt,Belmar/Farmingdale,NJ,USA,40.18691806,-74.12488694,0,,,Charles City,43.07260861,-92.61077833
CLT,SAT,661,BLV,Scott AFB/MidAmerica,Belleville/St. Louis,IL,USA,38.54517861,-89.83518444,0,,,Cold Bay,55.20559972,-162.7242628
CLT,SAV,1432,BMC,Brigham City,Brigham City,UT,USA,41.55239139,-112.0622625,0,,,Cedar City,37.70097028,-113.098575
CLT,SDF,796,BMG,Monroe County,Bloomington,IN,USA,39.14602139,-86.61668278,0,,,Cedar Key,29.137745,-83.04984361
CLT,SEA,481,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278,4801,,,Chadron,42.83755556,-103.0954167
CLT,SFO,1427,BML,Berlin Municipal,Berlin,NH,USA,44.57537278,-71.17593167,0,,,Cordova,60.49183389,-145.4776503
CLT,SJU,796,BMQ,Burnet Muni-Kate Craddock,Burnet,TX,USA,30.73894444,-98.23858333,0,,,Caldwell,40.87522278,-74.28135667
CLT,SLC,212,BMT,Beaumont Municipal,Beaumont,TX,USA,30.07044111,-94.21553806,0,,,Crescent City,41.78015722,-124.2365333
CLT,SMF,76,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222,57539,,,Chicopee,42.19826389,-72.53425833
CLT,SRQ,207,BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,USA,57.08882583,-134.8331414,0,,,Crete,40.61791667,-96.92488889
CLT,STL,1094,BNG,Banning Municipal,Banning,CA,USA,33.92307111,-116.8505756,0,,,Central,65.57380667,-144.7832908
CLT,STT,418,BNL,Barnwell County,Barnwell,SC,USA,33.25777778,-81.38833333,0,,,Clemson,34.67205556,-82.88644444
CLT,STX,20,BNO,Burns Muni,Burns,OR,USA,43.59212778,-118.9549789,0,,,Connersville,39.69803139,-85.13124528
CLT,SYR,747,BNW,Boone Municipal,Boone,IA,USA,42.04956944,-93.84757222,0,,,Crestview,30.77883333,-86.52211111
CLT,TLH,240,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,17024,,,Murray,36.66458333,-88.37277722
CLT,TPA,2811,BOK,Brookings,Brookings,OR,USA,42.07455556,-124.2900939,0,,,Cortez,37.30299778,-108.6280658
CLT,TRI,16,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,117915,,,Crawfordsville,39.97562861,-86.91986361
CLT,TUS,208,BOW,Bartow Municipal,Bartow,FL,USA,27.9433575,-81.78344167,0,,,Chefornak,60.14922556,-164.2856325
CMH,ATL,1808,BPI,Big Piney-Marbleton,Big Piney,WY,USA,42.58506972,-110.1111531,0,,,Clifton-Morenci,32.95284306,-109.2103453
CMH,BNA,685,BPK,Baxter County Regional,Mountain Home,AR,USA,36.36894194,-92.47052806,0,,,Coffeyville,37.0940475,-95.57189417
CMH,BOS,661,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444,276,,,Crystal River,28.86727778,-82.57130556
CMH,BWI,1681,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556,925,,,Cape Girardeau,37.22531694,-89.57075167
CMH,CLE,24,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444,1519,,,College Park,38.98058333,-76.92230556
CMH,CLT,125,BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,USA,46.39785806,-94.1372275,0,,,Chicago,41.85884389,-87.60791167
CMH,CVG,1185,BRL,Burlington Municipal,Burlington,IA,USA,40.783225,-91.12550556,0,,,Casa Grande,32.95488889,-111.7668333
CMH,DCA,77,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111,1464,,,Chattanooga,35.03526833,-85.20378778
CMH,DEN,385,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019,728,,,Chandler,33.26908333,-111.8111389
CMH,DFW,1694,BRY,Samuels,Bardstown,KY,USA,37.81432167,-85.49963806,0,,,Chickasha,35.09614694,-97.96618361
CMH,DTW,1909,BST,Belfast Municipal,Belfast,ME,USA,44.40966667,-69.01225,0,,,Charlottesville,38.13863889,-78.45286111
CMH,EWR,1646,BTI,Barter Island,Kaktovik,AK,USA,70.13390278,-143.5770444,0,,,Circle Hot Springs,65.48547222,-144.6107836
CMH,GRB,1,BTL,W K Kellogg Regional,Battle Creek,MI,USA,42.30727806,-85.25147972,0,,,Chillicothe,39.78215278,-93.49568056
CMH,GRR,1,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746,708,,,Caledonia,43.59635861,-91.50394639
CMH,IAH,841,BTN,Britton Municipal,Britton,SD,USA,45.81522222,-97.74313889,0,,,Chico,39.79538278,-121.8584231
CMH,ICT,1,BTP,Butler Cty,Butler,PA,USA,40.77692611,-79.94972417,0,,,Cedar Rapids,41.88458833,-91.71087222
CMH,JFK,515,BTR,"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,30.53316083,-91.14963444,8941,,,Choteau,47.82528056,-112.1662136
